ticker,name,config,model,threshold_used,val_accuracy,val_precision,val_recall,val_f1,val_strategy_total_return,test_accuracy,test_precision,test_recall,test_f1,test_strategy_total_return,test_buy_hold_total_return,test_strategy_max_drawdown,test_strategy_sharpe,test_holding_ratio,test_entry_count
2317.TW,??,1d_vol,LogisticRegression_Ridge,0.4600000000000001,0.577023498694517,0.4583333333333333,0.13924050632911392,0.21359223300970873,0.559181613777944,0.4908616187989556,0.524390243902439,0.21608040201005024,0.30604982206405695,0.2209652006831606,0.41718691270479313,-0.3558227998583242,0.5414785383433587,0.34464751958224543,38
2317.TW,??,1d_vol,RandomForest,0.41000000000000003,0.5848563968668408,0.4897959183673469,0.1518987341772152,0.2318840579710145,0.3906856785244224,0.47780678851174935,0.4927536231884058,0.1708542713567839,0.2537313432835821,0.28716097143195296,0.41718691270479313,-0.5523810445674169,0.5980532297727639,0.7075718015665796,11
2317.TW,??,1d_vol,XGBoost,0.42000000000000004,0.5456919060052219,0.4111111111111111,0.23417721518987342,0.29838709677419356,0.3497931499882625,0.5013054830287206,0.5333333333333333,0.32160804020100503,0.4012539184952978,-0.09345452318900094,0.41718691270479313,-0.5409838435741352,0.1253436371869834,0.37597911227154046,19
2317.TW,??,5d_base,LogisticRegression_Ridge,0.44000000000000006,0.5235602094240838,0.6290322580645161,0.19696969696969696,0.3,0.8637196097996158,0.5523560209424084,0.6413793103448275,0.4386792452830189,0.5210084033613446,0.9579257509290846,0.3489370734625341,-0.5022400600540271,1.2053941678221192,0.756544502617801,15
2317.TW,??,5d_base,PCA_LogReg,0.4,0.4816753926701571,0.5,0.045454545454545456,0.08333333333333333,0.817582868147382,0.5209424083769634,0.6705882352941176,0.2688679245283019,0.3838383838383838,0.2790450062880112,0.3489370734625341,-0.5033112612834003,0.6071098067711388,0.9842931937172775,1
2317.TW,??,5d_base,RandomForest,0.41000000000000003,0.5,0.5251798561151079,0.3686868686868687,0.4332344213649852,0.720917951021129,0.4607329842931937,0.5267857142857143,0.2783018867924528,0.36419753086419754,0.054845694998420624,0.3489370734625341,-0.5792682999968538,0.31228274433240844,0.6151832460732984,0
2317.TW,??,5d_base,XGBoost,0.4900000000000001,0.5026178010471204,0.5277777777777778,0.3838383838383838,0.4444444444444444,0.22151292642975995,0.4607329842931937,0.5217391304347826,0.33962264150943394,0.4114285714285714,-0.5414354642062338,0.3489370734625341,-0.6102626330083891,-0.8688490030752999,0.08900523560209424,8
2317.TW,??,5d_vol,PCA_LogReg,0.42000000000000004,0.5340314136125655,0.6923076923076923,0.18181818181818182,0.288,0.8764375573785192,0.5235602094240838,0.6829268292682927,0.2641509433962264,0.38095238095238093,0.5285342480061697,0.3489370734625341,-0.5401954345462792,0.8319717301102452,1.0104712041884816,2
2317.TW,??,5d_vol,LogisticRegression_Ridge,0.4,0.5759162303664922,0.6216216216216216,0.46464646464646464,0.5317919075144508,0.8266703515718623,0.5235602094240838,0.5914634146341463,0.45754716981132076,0.5159574468085106,0.7058802144365286,0.3489370734625341,-0.6603003946357829,0.9401623695000203,0.8010471204188482,1
2317.TW,??,5d_vol,RandomForest,0.42000000000000004,0.4790575916230366,0.4968944099378882,0.40404040404040403,0.4456824512534819,0.5175754577259626,0.5026178010471204,0.6170212765957447,0.27358490566037735,0.3790849673202614,0.8773964369032814,0.3489370734625341,-0.5446562271968338,1.077602165422924,0.8429319371727748,7
