Date,Open,High,Low,Close,Volume,return_1d,ma_5,ma_20,ma_ratio,bias_5,bias_20,vol_chg,volume_ratio_20,rsi_14,macd,macd_signal,macd_hist,atr_ratio_14,volatility_20,bb_width_20,future_return,target,pred_prob_up,target_position,signal_direction,confirmed_target_position,asset_ret,position,position_chg,cost,strategy_ret_gross,strategy_ret,buy_hold_ret,strategy_cum,buy_hold_cum
2024-06-03,320.72087907649643,327.95518461957533,316.8625827868544,325.06146240234375,9056672,0.03692298017324025,324.0968994140625,314.9575485229492,1.0290177229724258,0.002976156174357536,0.03208024042217339,-0.5575957916491362,1.0470144429642128,63.815794403494884,0.014507333699942034,0.012553447387725684,0.00195388631221635,0.02861382079057314,0.020114416136163254,0.1159516291183595,-0.001483718805431744,0,0.4451402607104026,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2024-06-04,329.8843197872167,332.7780418906134,322.1677275114924,324.57916259765625,11383907,-0.001483718805431744,322.1677490234375,315.4639495849609,1.021250603903541,0.007484962667828388,0.02889462654825614,0.25696359545758085,1.2796700915207653,61.904761904761905,0.014723051286232733,0.012987368167427096,0.0017356831188056372,0.029293149439065184,0.019992217973305415,0.11890939019963688,0.02823179428741196,1,0.4972790045061279,1.0,1,1.0,-0.001483718805431744,1.0,1.0,0.001,-0.001483718805431744,-0.002483718805431744,-0.001483718805431744,0.9975162811945683,0.9985162811945683
2024-06-05,325.5437354821001,334.7071887771518,324.579161451042,333.74261474609375,13179253,0.02823179428741196,323.0358581542969,316.66966705322267,1.0201035708923907,0.03314417369319678,0.053914060831098176,0.1577091239413675,1.419527574480441,65.85366230082266,0.016493845599550628,0.013688663653851803,0.002805181945698825,0.02962428311149195,0.020399211655613547,0.1277009908743693,-0.0028901586107926702,0,0.46074160060322955,1.0,1,1.0,0.02823179428741196,1.0,0.0,0.0,0.02823179428741196,0.02823179428741196,0.02823179428741196,1.0256779556435975,1.0267061874378849
2024-06-06,339.0477769492329,339.5300639719203,331.3311845862347,332.7780456542969,10257557,-0.0028901586107926702,325.92957763671876,317.73069763183594,1.0258044943909799,0.021012109631889375,0.04735881088800786,-0.22168904413626478,1.0719829773706877,63.9751608941292,0.01783095294841139,0.014517121512763721,0.0033138314356476704,0.030020709142373692,0.02044748360572949,0.13400543886268262,0.0,0,0.48234777611802887,1.0,1,1.0,-0.0028901586107926702,1.0,0.0,0.0,-0.0028901586107926702,-0.0028901586107926702,-0.0028901586107926702,1.022713583668194,1.0237388437095072
2024-06-07,330.8488975635473,332.7780456542969,326.9906013820482,332.7780456542969,7913632,0.0,329.7878662109375,318.9846435546875,1.033867532103933,0.009066978351006894,0.0432415866353284,-0.22850713868809114,0.8214139560216066,67.76315981188463,0.018637886020860087,0.015341274414382995,0.003296611606477092,0.029813669749730827,0.02012627939236722,0.13637207563114584,-0.013043457128731895,0,0.49123259159009935,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.022713583668194,1.0237388437095072
2024-06-11,323.13231211926967,330.84890464749105,320.2385899211867,328.4374694824219,11064870,-0.013043457128731895,330.46306762695315,320.1421325683594,1.0322386028224197,-0.006129574960000994,0.02591141892981308,0.39820375776887285,1.1252451689131062,63.75001384180478,0.01825530962642529,0.015924081456791455,0.002331228169633836,0.031990772940239616,0.020321732849831724,0.1320442310140683,0.01027899491917994,1,0.5308293812062194,1.0,1,1.0,-0.013043457128731895,1.0,0.0,0.0,-0.013043457128731895,-0.013043457128731895,-0.013043457128731895,1.009373862884646,1.0103857499905646
2024-06-12,330.36661547283796,339.04778201081035,330.36661547283796,331.8134765625,10540277,0.01027899491917994,331.90993041992186,321.49253540039064,1.0324032251839292,-0.0002906025056250705,0.03210320621987539,-0.047410679022889535,1.0370975951229278,61.073829208589345,0.01818757730833666,0.016376780627100497,0.0018107966812361646,0.03176910225032538,0.0203278241680726,0.12722342766732714,0.02761627479199591,1,0.49427498080104876,1.0,1,1.0,0.01027899491917994,1.0,0.0,0.0,0.01027899491917994,0.01027899491917994,0.01027899491917994,1.0197492116927904,1.0207714999811295
2024-06-13,335.671771404261,341.4592157388172,329.40204004182505,340.9769287109375,14755006,0.02761627479199591,333.35679321289064,323.1564254760742,1.0315647993747585,0.022858797700217925,0.055145130438332135,0.399868902876082,1.3944636065371367,64.63415575205669,0.019730879598579526,0.017047600421396303,0.002683279177183223,0.031521518925482286,0.020958714593806813,0.13076776393526843,0.0,0,0.4836831802724772,1.0,1,1.0,0.02761627479199591,1.0,0.0,0.0,0.02761627479199591,0.02761627479199591,0.02761627479199591,1.0479108861418198,1.0489614062244461
2024-06-14,344.3529379060953,344.835224933975,337.6009195157797,340.9769287109375,9740263,0.0,334.99656982421874,324.77208709716797,1.0314820242664258,0.017852000364829923,0.04989604173994566,-0.33986722879001197,0.8985895831822559,65.83852616064848,0.02109810960775561,0.017857702258668166,0.0032404073490874437,0.03152151897696535,0.020987884855730485,0.13180359161526736,-0.004243304384124347,0,0.4859793057061417,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0479108861418198,1.0489614062244461
2024-06-17,345.79979103261775,349.65808716687286,336.63633771376175,339.5300598144531,15084073,-0.004243304384124347,336.34697265625,326.19483337402346,1.0311229309710919,0.009463700930813168,0.04088117001270564,0.5486309763914998,1.340183922827565,54.68750386211186,0.021682374612285085,0.018622636729391552,0.0030597378828935325,0.030235389268814965,0.021081732656625926,0.1309179650827967,0.007031903819986196,1,0.5164746511725703,1.0,1,1.0,-0.004243304384124347,1.0,0.0,0.0,-0.004243304384124347,-0.004243304384124347,-0.004243304384124347,1.0434642812844825,1.0445103436906367
