ticker,name,config,target_horizon,strategy_mode,include_volatility_features,feature_count,clean_rows,train_rows,val_rows,test_rows,test_start,test_end,best_model,threshold,val_accuracy,val_f1,val_strategy_total_return,test_accuracy,test_precision,test_recall,test_f1,test_strategy_total_return,test_buy_hold_total_return,excess_return,test_strategy_max_drawdown,test_strategy_sharpe,buy_hold_max_drawdown,buy_hold_sharpe,entry_count,holding_ratio_metric,zero_ratio,long_exposure_ratio,short_ratio,avg_abs_position,position_counts,confusion_matrix,strategy_final,buy_hold_final,strategy_min_date,strategy_min,strategy_max_date,strategy_max
2317.TW,??,1d_base,1,one_day,False,9,1914,1148,383,383,2024-06-04,2025-12-30,PCA_LogReg,0.4,0.5796344647519582,0.12021857923497267,0.9030087981643802,0.4725848563968668,0.4634146341463415,0.09547738693467336,0.15833333333333333,0.15227601252877343,0.41718691270479313,-0.2649109001760197,-0.5581549249597204,0.4374848050871602,-0.5033112612834012,0.7764690410858885,1,0.9268929503916449,0.0026109660574412533,0.9608355091383812,0.03655352480417755,1.0,"{""1.0"": 367, ""-1.0"": 14, ""0.0"": 1, ""2.0"": 1}","[[162, 22], [180, 19]]",1.1522760125287734,1.4171869127047931,2025-04-11,0.6916705802070489,2024-11-11,1.5654142578006431
2317.TW,??,1d_vol,1,one_day,True,13,1914,1148,383,383,2024-06-04,2025-12-30,PCA_LogReg,0.42000000000000004,0.577023498694517,0.19,0.8853512893028259,0.5091383812010444,0.5846153846153846,0.19095477386934673,0.2878787878787879,0.3254331188372914,0.41718691270479313,-0.09175379386750171,-0.4993104684282711,0.6507178546840324,-0.5033112612834012,0.7764690410858885,18,0.9399477806788512,0.057441253263707574,0.9347258485639687,0.007832898172323759,0.9556135770234987,"{""1.0"": 353, ""0.0"": 22, ""2.0"": 5, ""-1.0"": 3}","[[157, 27], [161, 38]]",1.3254331188372914,1.4171869127047931,2025-04-09,0.6795361993770528,2025-10-30,1.464516999640788
2317.TW,??,5d_base,5,five_day_confirm,False,9,1910,1146,382,382,2024-05-30,2025-12-23,LogisticRegression_Ridge,0.44000000000000006,0.5235602094240838,0.3,0.8637196097996158,0.5523560209424084,0.6413793103448275,0.4386792452830189,0.5210084033613446,0.9579257509290846,0.3489370734625341,0.6089886774665505,-0.5022400600540271,1.2053941678221192,-0.5033112612834005,0.6947553965994797,15,0.756544502617801,0.18586387434554974,0.7696335078534031,0.04450261780104712,0.8455497382198953,"{""1.0"": 282, ""0.0"": 71, ""-1.0"": 17, ""2.0"": 12}","[[118, 52], [119, 93]]",1.9579257509290846,1.348937073462534,2025-04-09,0.7598272319529656,2025-10-30,2.137243939547598
2317.TW,??,5d_vol,5,five_day_confirm,True,13,1910,1146,382,382,2024-05-30,2025-12-23,PCA_LogReg,0.42000000000000004,0.5340314136125655,0.288,0.8764375573785192,0.5235602094240838,0.6829268292682927,0.2641509433962264,0.38095238095238093,0.5285342480061697,0.3489370734625341,0.17959717454363555,-0.5401954345462792,0.8319717301102452,-0.5033112612834005,0.6947553965994797,2,1.0104712041884816,0.010471204188481676,0.9895287958115183,0.0,1.0104712041884816,"{""1.0"": 370, ""2.0"": 8, ""0.0"": 4}","[[144, 26], [156, 56]]",1.5285342480061697,1.348937073462534,2025-04-09,0.6204188398921916,2025-10-30,1.7878391650786454
2454.TW,???,1d_base,1,one_day,False,9,1921,1152,384,385,2024-06-03,2025-12-30,PCA_LogReg,0.4,0.5,0.38461538461538464,1.3660107829440755,0.5636363636363636,0.5177304964539007,0.42196531791907516,0.46496815286624205,-0.15033619781133412,0.18972235711930785,-0.34005855493064197,-0.40147600268660155,-0.005251379482036898,-0.32471970206066003,0.48342160394716993,1,0.9454545454545454,0.0025974025974025974,0.9662337662337662,0.03116883116883117,1.0077922077922077,"{""1.0"": 368, ""-1.0"": 12, ""2.0"": 4, ""0.0"": 1}","[[144, 68], [100, 73]]",0.8496638021886659,1.1897223571193078,2024-08-05,0.6863302155195143,2025-02-26,1.1494052504675571
2454.TW,???,1d_vol,1,one_day,True,13,1921,1152,384,385,2024-06-03,2025-12-30,PCA_LogReg,0.4,0.5208333333333334,0.39473684210526316,1.0774237541986804,0.5766233766233766,0.5373134328358209,0.4161849710982659,0.46905537459283386,-0.21109822954265722,0.18972235711930785,-0.4008205866619651,-0.40147600268660155,-0.09964665194085483,-0.32471970206066003,0.48342160394716993,1,0.9558441558441558,0.0025974025974025974,0.9688311688311688,0.02857142857142857,1.0129870129870129,"{""1.0"": 367, ""-1.0"": 11, ""2.0"": 6, ""0.0"": 1}","[[150, 62], [101, 72]]",0.7889017704573428,1.1897223571193078,2024-08-05,0.6863302155195143,2024-06-19,1.1467045909608515
2454.TW,???,5d_base,5,five_day_confirm,False,9,1917,1150,383,384,2024-05-29,2025-12-23,LogisticRegression_Ridge,0.4,0.5300261096605744,0.6590909090909091,1.50208304346393,0.5390625,0.531986531986532,0.8061224489795918,0.640973630831643,0.04785135272939378,0.1465316941615411,-0.09868034143214732,-0.4431848189447648,0.3159841748801937,-0.3247197020606606,0.4232461457894044,1,1.0494791666666667,0.005208333333333333,0.9791666666666666,0.015625,1.0807291666666667,"{""1.0"": 343, ""2.0"": 33, ""-1.0"": 6, ""0.0"": 2}","[[49, 139], [38, 158]]",1.0478513527293938,1.146531694161541,2024-08-05,0.6467831619843025,2025-09-16,1.2565407713067167
2454.TW,???,5d_vol,5,five_day_confirm,True,13,1917,1150,383,384,2024-05-29,2025-12-23,PCA_LogReg,0.4,0.4908616187989556,0.6299810246679317,1.6759531427322027,0.5338541666666666,0.525679758308157,0.8877551020408163,0.6603415559772297,0.21705585872501576,0.1465316941615411,0.07052416456347466,-0.3933095745726348,0.5055943684744577,-0.3247197020606606,0.4232461457894044,1,1.0260416666666667,0.005208333333333333,0.9895833333333334,0.005208333333333333,1.0364583333333333,"{""1.0"": 364, ""2.0"": 16, ""0.0"": 2, ""-1.0"": 2}","[[31, 157], [22, 174]]",1.2170558587250158,1.146531694161541,2024-08-05,0.7271615800062337,2025-09-16,1.3966300078468497
2308.TW,???,1d_base,1,one_day,False,9,1921,1152,384,385,2024-06-03,2025-12-30,PCA_LogReg,0.42000000000000004,0.5234375,0.30943396226415093,0.20082380669133904,0.509090909090909,0.5416666666666666,0.3880597014925373,0.45217391304347826,1.6228763943105093,1.9563639838995206,-0.33348758958901126,-0.4421623645343361,1.622357405073486,-0.35885712565598804,1.9071953593276223,6,0.9532467532467532,0.01818181818181818,0.9558441558441558,0.025974025974025976,1.0051948051948052,"{""1.0"": 359, ""-1.0"": 10, ""2.0"": 9, ""0.0"": 7}","[[118, 66], [123, 78]]",2.6228763943105093,2.9563639838995206,2025-04-15,0.8229101953179959,2025-10-28,2.7554296957662827
2308.TW,???,1d_vol,1,one_day,True,13,1921,1152,384,385,2024-06-03,2025-12-30,PCA_LogReg,0.42000000000000004,0.5286458333333334,0.2901960784313726,0.2607275633297188,0.4987012987012987,0.5204081632653061,0.5074626865671642,0.5138539042821159,1.8411181954848308,1.9563639838995206,-0.1152457884146898,-0.4802471298536437,1.5257766100105306,-0.35885712565598804,1.9071953593276223,7,1.0753246753246752,0.01818181818181818,0.9818181818181818,0.0,1.0753246753246752,"{""1.0"": 342, ""2.0"": 36, ""0.0"": 7}","[[90, 94], [99, 102]]",2.841118195484831,2.9563639838995206,2025-04-09,0.6914349755100059,2025-10-28,3.4147274218123926
2308.TW,???,5d_base,5,five_day_confirm,False,9,1917,1150,383,384,2024-05-29,2025-12-23,XGBoost,0.5700000000000002,0.5587467362924282,0.5564304461942258,1.3997496478843208,0.515625,0.6157894736842106,0.508695652173913,0.5571428571428572,-0.1678464115934608,1.86276283145388,-2.0306092430473406,-0.5041415714459284,-0.0006040152213482057,-0.3588571256559884,1.8518585739633346,15,0.3125,0.5026041666666666,0.2838541666666667,0.21354166666666666,0.7395833333333334,"{""0.0"": 193, ""2.0"": 93, ""-1.0"": 82, ""1.0"": 16}","[[81, 73], [113, 117]]",0.8321535884065392,2.86276283145388,2025-04-22,0.6370906773356163,2025-08-05,1.6022703709314319
2308.TW,???,5d_vol,5,five_day_confirm,True,13,1917,1150,383,384,2024-05-29,2025-12-23,XGBoost,0.4,0.5744125326370757,0.5699208443271768,1.5618647143364721,0.484375,0.5824742268041238,0.49130434782608695,0.5330188679245284,0.07002311136051809,1.86276283145388,-1.792739720093362,-0.4767657559227777,0.38833973921915843,-0.3588571256559884,1.8518585739633346,1,0.6432291666666666,0.0078125,0.6328125,0.359375,1.3619791666666667,"{""2.0"": 142, ""-1.0"": 138, ""1.0"": 101, ""0.0"": 3}","[[73, 81], [117, 113]]",1.070023111360518,2.86276283145388,2025-03-31,0.5641071346068508,2025-08-06,1.6678918114870838
