Date,close,pred_up,position,strategy_ret,buy_hold_ret,strategy_cum,buy_hold_cum
2023-12-12,554.517822265625,0,0,0.0,0.006968697498411114,1.0642944001653545,1.0885122327061794
2023-12-13,553.5584716796875,0,0,-0.0,-0.0017300626732209556,1.0642944001653545,1.08662903832303
2023-12-14,561.2734985351562,1,0,0.0,0.013937148919532794,1.0642944001653545,1.1017735490504268
2023-12-15,564.166748046875,0,1,0.005154794443831268,0.005154794443831268,1.0697806190259276,1.1074529652194323
2023-12-18,564.166748046875,0,0,0.0,0.0,1.0697806190259276,1.1074529652194323
2023-12-19,564.166748046875,0,0,0.0,0.0,1.0697806190259276,1.1074529652194323
2023-12-20,564.166748046875,0,0,0.0,0.0,1.0697806190259276,1.1074529652194323
2023-12-21,556.45166015625,0,0,-0.0,-0.013675190743400512,1.0697806190259276,1.092308334680712
2023-12-22,561.2734985351562,0,0,0.0,0.008665332003057191,1.0697806190259276,1.101773549050427
2023-12-25,560.3091430664062,0,0,-0.0,-0.0017181560705553656,1.0697806190259276,1.0998805301387486
2023-12-26,565.1311645507812,1,0,0.0,0.00860600178320392,1.0697806190259276,1.109346103942434
2023-12-27,570.91748046875,1,1,0.010238890156709424,0.010238890156709424,1.0807339852759106,1.120704576846474
2023-12-28,571.8818969726562,0,1,0.0016892397533780912,0.0016892397533780912,1.0825596040866654,1.122597715569476
2023-12-29,571.8818969726562,0,0,0.0,0.0,1.0825596040866654,1.122597715569476
2024-01-02,571.8818969726562,0,0,0.0,0.0,1.0825596040866654,1.122597715569476
2024-01-03,557.416015625,0,0,-0.0,-0.025295225157910384,1.0825596040866654,1.0942013535923902
2024-01-04,559.3448486328125,0,0,0.0,0.0034603114258384693,1.0825596040866654,1.0979876310383938
2024-01-05,555.4871826171875,1,0,-0.0,-0.0068967579214399555,1.0825596040866654,1.0904150761463867
2024-01-08,562.238037109375,0,1,0.012153033775470279,0.012153033775470279,1.0957159875190903,1.1036669273960757
2024-01-09,565.1311645507812,0,0,0.0,0.005145734102731003,1.0957159875190903,1.1093461039424342
2024-01-10,563.202392578125,0,0,-0.0,-0.003412963385569845,1.0957159875190903,1.1055599463077541
2024-01-11,565.1311645507812,1,0,0.0,0.003424651596075634,1.0957159875190903,1.1093461039424342
2024-01-12,563.202392578125,0,1,-0.003412963385569845,-0.003412963385569845,1.0919763489727041,1.1055599463077541
2024-01-15,565.1311645507812,0,0,0.0,0.003424651596075634,1.0919763489727041,1.1093461039424342
2024-01-16,559.3448486328125,1,0,-0.0,-0.010238890156709424,1.0919763489727041,1.097987631038394
2024-01-17,560.3091430664062,0,1,0.0017239712423395837,0.0017239712423395837,1.093858884795648,1.0998805301387489
2024-01-18,567.059814453125,0,0,0.0,0.01204811927532412,1.093858884795648,1.1131320219544671
2024-01-19,603.7066650390625,1,0,0.0,0.06462607585988067,1.093858884795648,1.185069376447359
2024-01-22,603.7066650390625,0,1,0.0,0.0,1.093858884795648,1.185069376447359
2024-01-23,605.635498046875,0,0,0.0,0.0031949837885054677,1.093858884795648,1.1888556538933626
2024-01-24,604.6710205078125,0,0,-0.0,-0.001592504967381947,1.093858884795648,1.1869623953590374
2024-01-25,619.1367797851562,1,0,0.0,0.023923354661837815,1.093858884795648,1.2153585177134762
2024-01-26,621.0656127929688,0,1,0.003115358464864215,0.003115358464864215,1.0972666473317632,1.2191447951594798
2024-01-29,624.9232177734375,0,0,0.0,0.006211268022263905,1.0972666473317632,1.2267172302401634
2024-01-30,619.1367797851562,0,0,-0.0,-0.009259438317715252,1.0972666473317632,1.2153585177134762
2024-01-31,605.635498046875,1,0,-0.0,-0.02180662202456507,1.0972666473317632,1.1888556538933628
2024-02-01,605.635498046875,0,1,0.0,0.0,1.0972666473317632,1.1888556538933628
2024-02-02,612.38623046875,0,0,0.0,0.01114652698470553,1.0972666473317632,1.2021072655204048
2024-02-05,622.9943237304688,1,0,0.0,0.017322553535533913,1.0972666473317632,1.2229308329828363
2024-02-15,672.1781616210938,1,1,0.07894748959527242,0.07894748959527242,1.183893094555227,1.3194781521954866
2024-02-16,658.6767578125,0,1,-0.02008604947240833,-0.02008604947240833,1.1601133592879482,1.292975048752726
2024-02-19,653.8547973632812,0,0,-0.0,-0.007320677998769454,1.1601133592879482,1.283509594760364
2024-02-20,662.5341796875,0,0,0.0,0.013274173959140434,1.1601133592879482,1.300547124399439
2024-02-21,656.7479248046875,0,0,-0.0,-0.00873351905488362,1.1601133592879482,1.2891887713067225
2024-02-22,667.3562622070312,0,0,0.0,0.01615282972610621,1.1601133592879482,1.3100128180144481
2024-02-23,672.1781616210938,0,0,0.0,0.007225375241278087,1.1601133592879482,1.3194781521954866
2024-02-26,673.142578125,0,0,0.0,0.001434763220483637,1.1601133592879482,1.3213712909184885
2024-02-27,673.142578125,0,0,0.0,0.0,1.1601133592879482,1.3213712909184885
2024-02-29,665.427490234375,1,0,-0.0,-0.011461298306392864,1.1601133592879482,1.3062266603797683
2024-03-01,664.4630737304688,0,1,-0.001449318698219959,-0.001449318698219959,1.1584319853042775,1.3043335216567664
2024-03-04,699.1809692382812,1,0,0.0,0.05224954836526452,1.1584319853042775,1.3724843590810074
2024-03-05,704.0030517578125,0,1,0.00689675882452101,0.00689675882452101,1.166421411321532,1.3819500526960165
2024-03-06,708.8248901367188,0,0,0.0,0.006849172552401139,1.166421411321532,1.3914152670657314
2024-03-07,732.9345703125,0,0,0.0,0.03401359138380555,1.166421411321532,1.4387422974048938
2024-03-08,756.0799560546875,1,0,0.0,0.03157906132374011,1.166421411321532,1.4841764286437016
2024-03-11,738.7208251953125,0,1,-0.022959385076092964,-0.022959385076092964,1.1396410929780012,1.4501006504976104
2024-03-12,742.5785522460938,0,0,0.0,0.005222171785615126,1.1396410929780012,1.457673325200941
2024-03-13,751.2579956054688,1,0,0.0,0.011688249456063726,1.1396410929780012,1.4747109746513396
2024-03-14,756.0799560546875,0,1,0.006418514647997142,0.006418514647997142,1.14695589602674,1.4841764286437014
2024-03-15,726.183837890625,1,0,-0.0,-0.03954094791781537,1.14695589602674,1.4254906857778515
2024-03-18,740.2325439453125,0,1,0.019345936003609454,0.019345936003609454,1.169144831390236,1.4530681373586511
2024-03-19,738.2947998046875,0,0,-0.0,-0.002617750538631003,1.169144831390236,1.449264367459413
2024-03-20,734.419189453125,0,0,-0.0,-0.00524940762495929,1.169144831390236,1.4416565880382897
2024-03-21,759.6103515625,0,0,0.0,0.03430079506519057,1.169144831390236,1.4911065552189728
2024-03-22,760.579345703125,0,0,0.0,0.0012756463081786684,1.169144831390236,1.493008679791239
2024-03-25,755.7348022460938,0,0,-0.0,-0.006369543801577504,1.169144831390236,1.4834988956091733
2024-03-26,757.672607421875,1,0,0.0,0.002564133833749649,1.169144831390236,1.487302785319735
2024-03-27,754.765869140625,0,1,-0.003836404078459088,-0.003836404078459088,1.1646595193907812,1.4815968908482307
2024-03-28,745.0769653320312,1,0,-0.0,-0.012836966011228745,1.1646595193907812,1.4625776819180698
2024-03-29,751.8591918945312,1,1,0.009102719421043348,0.009102719421043348,1.1752610882168426,1.47589111618805
2024-04-01,746.0459594726562,1,1,-0.007731810004512729,-0.007731810004512729,1.166174192777053,1.4644798064903357
2024-04-02,765.4237670898438,1,1,0.02597401322417814,0.02597401322417814,1.1964644166819394,1.5025182243506576
2024-04-03,755.7348022460938,0,1,-0.012658301532218696,-0.012658301532218696,1.1813192093230092,1.4834988956091733
2024-04-08,758.6414794921875,1,0,0.0,0.0038461603692920843,1.1813192093230092,1.4892046702693538
2024-04-09,793.5215454101562,1,1,0.04597700872000354,0.04597700872000354,1.235632732911161,1.5576738463801978
2024-04-10,789.6461181640625,0,1,-0.004883833675984994,-0.004883833675984994,1.22959810815902,1.550066426393045
2024-04-11,794.490478515625,0,0,0.0,0.006134849827193145,1.22959810815902,1.5595758511411404
2024-04-12,792.5527954101562,0,0,-0.0,-0.002438900349175932,1.22959810815902,1.555772201053226
2024-04-15,780.926025390625,0,0,-0.0,-0.01467002587949262,1.22959810815902,1.53294898260118
2024-04-16,763.4859619140625,1,0,-0.0,-0.022332542276125134,1.22959810815902,1.4987143346400962
2024-04-17,778.98828125,0,1,0.020304655369265845,0.020304655369265845,1.2545646739878902,1.5291452127019418
2024-04-18,778.98828125,0,0,0.0,0.0,1.2545646739878902,1.5291452127019418
2024-04-19,726.6680908203125,1,0,-0.0,-0.06716428435320254,1.2545646739878902,1.4264412688186903
2024-04-22,718.9170532226562,1,1,-0.010666544596593441,-0.010666544596593441,1.2411828039434876,1.4112260694104144
2024-04-23,730.5435791015625,0,1,0.016172277214441477,0.016172277214441477,1.2612555563226595,1.4340488086171663
2024-04-24,758.6414794921875,1,0,0.0,0.03846163486260523,1.2612555563226595,1.4892046702693538
2024-04-25,742.1703491210938,1,1,-0.021711349585207262,-0.021711349585207262,1.233871996023053,1.4568720270692126
2024-04-26,757.672607421875,0,1,0.020887735974819854,0.020887735974819854,1.2596447885027067,1.487302785319735
2024-04-29,770.2681884765625,0,0,0.0,0.016624041744819573,1.2596447885027067,1.5120277689100765
2024-04-30,765.4237670898438,0,0,-0.0,-0.006289265815715539,1.2596447885027067,1.5025182243506576
2024-05-02,747.9837036132812,0,0,-0.0,-0.022784847069578174,1.2596447885027067,1.4682835763895739
2024-05-03,755.7348022460938,1,0,0.0,0.010362657094491912,1.2596447885027067,1.4834988956091733
2024-05-06,761.548095703125,0,1,0.0076922399759198345,0.0076922399759198345,1.2693342785002864,1.494910325118211
2024-05-07,775.1127319335938,1,0,0.0,0.017811923248189254,1.2693342785002864,1.5215375530921422
2024-05-08,777.0504150390625,0,1,0.002499872632249156,0.002499872632249156,1.272507452524285,1.5253412031800566
2024-05-09,771.237060546875,0,0,-0.0,-0.0074813092943206705,1.272507452524285,1.5139296538596954
2024-05-10,777.0504150390625,0,0,0.0,0.007537701168127686,1.272507452524285,1.5253412031800566
2024-05-13,793.5215454101562,1,0,0.0,0.02119699063575653,1.272507452524285,1.5576738463801978
2024-05-14,799.3349609375,0,1,0.007326096639680868,0.007326096639680868,1.281829965096192,1.5690855155118826
2024-05-15,812.8994140625,0,0,0.0,0.016969673275757824,1.281829965096192,1.5957123840518432
2024-05-16,814.837158203125,0,0,0.0,0.0023837440488989614,1.281829965096192,1.5995161539510812
2024-05-17,809.0238647460938,0,0,-0.0,-0.0071343008827072785,1.281829965096192,1.5881047244420434
2024-05-20,809.0238647460938,0,0,0.0,0.0,1.281829965096192,1.5881047244420434
2024-05-21,814.837158203125,0,0,0.0,0.007185564864462535,1.281829965096192,1.5995161539510812
2024-05-22,837.1216430664062,1,0,0.0,0.027348390582018656,1.281829965096192,1.6432603464715836
2024-05-23,847.7794189453125,1,1,0.012731454224342409,0.012731454224342409,1.2981495246202046,1.6641814403513635
2024-05-24,840.0283203125,0,1,-0.009142824724921117,-0.009142824724921117,1.2862807710498625,1.6489661211317643
2024-05-27,841.9661865234375,0,0,0.0,0.0023069058079097093,1.2862807710498625,1.6527701306536495
2024-05-28,838.0905151367188,0,0,-0.0,-0.004603119993122018,1.2862807710498625,1.6451622314212029
2024-05-29,830.33935546875,0,0,-0.0,-0.009248594904697538,1.2862807710498625,1.62994679239028
2024-05-30,811.9304809570312,1,0,-0.0,-0.02217030228722139,1.2862807710498625,1.5938103792909006
2024-05-31,795.4594116210938,1,1,-0.020286304951284584,-0.020286304951284584,1.2601868870753714,1.5614778559020828
2024-06-03,819.6817016601562,1,1,0.030450692625157316,0.030450692625157316,1.2985604506239574,1.6090259381331469
2024-06-04,812.8994140625,0,1,-0.008274294258270753,-0.008274294258270753,1.287815779343342,1.595712384051843
2024-06-05,827.4328002929688,1,0,0.0,0.017878455783154612,1.287815779343342,1.624241257352746
2024-06-06,866.1883544921875,1,1,0.04683831023558227,0.04683831023558227,1.3481348943425036,1.7003179732620661
2024-06-07,851.6549682617188,0,1,-0.016778551864725877,-0.016778551864725877,1.325515143097131,1.6717890999611629
2024-06-11,855.5305786132812,1,0,0.0,0.004550681315783178,1.325515143097131,1.6793968793822862
2024-06-12,880.7217407226562,1,1,0.0294450750669919,0.0294450750669919,1.3645450359880607,1.7288468465629696
2024-06-13,893.8521118164062,1,1,0.014908648766835508,0.014908648766835508,1.3848885586561355,1.7546216169700282
2024-06-14,896.7699584960938,0,1,0.003264350602425914,0.003264350602425914,1.3894093204568774,1.7603493171024138
2024-06-17,895.79736328125,0,0,-0.0,-0.0010845537427177643,1.3894093204568774,1.7584401236620597
2024-06-18,917.1953735351562,0,0,0.0,0.02388711011107092,1.3894093204568774,1.8004441765197006
2024-06-19,954.155517578125,1,0,0.0,0.0402969150405903,1.3894093204568774,1.8729965225362406
2024-06-20,954.155517578125,0,1,0.0,0.0,1.3894093204568774,1.8729965225362406
2024-06-21,943.4564819335938,1,0,-0.0,-0.011213094141810265,1.3894093204568774,1.8519944362017584
2024-06-24,914.2774047851562,1,1,-0.030927846389518288,-0.030927846389518288,1.346437882421622,1.7947162367646678
2024-06-25,919.1406860351562,0,1,0.0053192622113884536,0.0053192622113884536,1.3535999385695694,1.8042628030230554
2024-06-26,933.7302856445312,0,0,0.0,0.01587308649376551,1.3535999385695694,1.8329020225529242
2024-06-27,933.7302856445312,0,0,0.0,0.0,1.3535999385695694,1.8329020225529242
2024-06-28,939.56591796875,0,0,0.0,0.006249805124603602,1.3535999385695694,1.8443573030063718
2024-07-01,941.5112915039062,0,0,0.0,0.002070502450069567,1.3535999385695694,1.8481760493210502
2024-07-02,933.7302856445312,0,0,-0.0,-0.008264378695815866,1.3535999385695694,1.8329020225529242
2024-07-03,952.210205078125,0,0,0.0,0.019791496235808115,1.3535999385695694,1.8691778960328855
2024-07-04,977.498779296875,0,0,0.0,0.026557764329647293,1.3535999385695694,1.9188190820859128
2024-07-05,977.498779296875,0,0,0.0,0.0,1.3535999385695694,1.9188190820859128
2024-07-08,1006.677978515625,0,0,0.0,0.02985088046835105,1.3535999385695694,1.9760975211456504
2024-07-09,1011.5410766601562,0,0,0.0,0.004830837912737529,1.3535999385695694,1.9856437279700674
2024-07-10,1016.4041748046875,0,0,0.0,0.004807613113041231,1.3535999385695694,1.9951899347944844
2024-07-11,1050.446533203125,0,0,0.0,0.03349293444704626,1.3535999385695694,2.0620147004899625
2024-07-12,1011.5410766601562,1,0,-0.0,-0.03703706501304205,1.3535999385695694,1.9856437279700674
2024-07-15,1011.5410766601562,0,1,0.0,0.0,1.3535999385695694,1.9856437279700674
2024-07-16,1026.1304931640625,0,0,0.0,0.014422960016687192,1.3535999385695694,2.0142825880659654
2024-07-17,1001.814697265625,1,0,-0.0,-0.023696592256468252,1.3535999385695694,1.9665509548872626
2024-07-18,977.498779296875,1,1,-0.024271871869237294,-0.024271871869237294,1.3207455342984014,1.9188190820859128
2024-07-19,943.4564819335938,1,1,-0.0348259231461836,-0.0348259231461836,1.27474935182526,1.8519944362017582
2024-07-22,913.3047485351562,1,1,-0.03195879616688013,-0.03195879616688013,1.234009897126414,1.7928069235129902
2024-07-23,952.210205078125,1,1,0.042598548409355175,0.042598548409355175,1.2865769274667769,1.8691778960328855
2024-07-26,898.71533203125,1,1,-0.05617968885608193,-0.05617968885608193,1.2142974359922794,1.7641680634170922
2024-07-29,918.1680297851562,1,1,0.02164500488707577,0.02164500488707577,1.2405809099286957,1.8023534897713782
2024-07-30,914.2774047851562,0,1,-0.004237377989419144,-0.004237377989419144,1.2353240996868704,1.7947162367646683
2024-07-31,908.4417114257812,0,0,-0.0,-0.006382847622430687,1.2353240996868704,1.7832608364998972
2024-08-01,933.7302856445312,0,0,0.0,0.027837310749481148,1.2353240996868704,1.8329020225529244
2024-08-02,878.2899169921875,1,0,-0.0,-0.059375142377517065,1.2353240996868704,1.7240732039998055
2024-08-05,792.6980590820312,1,1,-0.097452852701846,-0.097452852701846,1.1149382421610452,1.5560573520032128
2024-08-06,855.9193725585938,0,1,0.07975459603089563,0.07975459603089563,1.2038596912639963,1.6801600775131342
2024-08-07,894.8248901367188,0,0,0.0,0.04545465241874935,1.2038596912639963,1.7565311698443526
2024-08-08,871.4814453125,0,0,-0.0,-0.026087165300746284,1.2038596912639963,1.7107082508607099
2024-08-09,908.4417114257812,0,0,0.0,0.042410846854034734,1.2038596912639963,1.783260836499897
2024-08-12,914.2774047851562,0,0,0.0,0.0064238500786319985,1.2038596912639963,1.7947162367646683
2024-08-13,915.2501831054688,0,0,0.0,0.0010639859578953637,1.2038596912639963,1.7966257896389928
2024-08-14,922.0585327148438,0,0,0.0,0.007438785301603579,1.2038596912639963,1.8099905031554413
2024-08-15,917.1953735351562,0,0,-0.0,-0.005274241284193515,1.2038596912639963,1.8004441765197006
2024-08-16,942.4839477539062,1,0,0.0,0.02757163298946863,1.2038596912639963,1.8500853625727278
2024-08-19,946.3744506835938,0,1,0.004127924872311395,0.004127924872311395,1.2088291336263381,1.8577223759567911
2024-08-20,946.3744506835938,0,0,0.0,0.0,1.2088291336263381,1.8577223759567911
2024-08-21,931.784912109375,0,0,-0.0,-0.015416243077653102,1.2088291336263381,1.829083276238246
2024-08-22,924.9765014648438,0,0,-0.0,-0.007306847917421644,1.2088291336263381,1.8157184429104738
2024-08-23,923.03125,0,0,-0.0,-0.002103027981535943,1.2088291336263381,1.8118999362184423
2024-08-26,924.0037841796875,0,0,0.0,0.0010536308274367023,1.2088291336263381,1.8138090098474726
2024-08-27,916.2228393554688,0,0,-0.0,-0.008420901469712638,1.2088291336263381,1.79853510289067
2024-08-28,937.6207885742188,1,0,0.0,0.023354525012498906,1.2088291336263381,1.8405390359369875
2024-08-29,917.1953735351562,0,1,-0.021784302660484034,-0.021784302660484034,1.1824956339146113,1.8004441765197008
2024-08-30,918.1680297851562,0,0,0.0,0.0010604678981873672,1.1824956339146113,1.8023534897713782
2024-09-02,922.0585327148438,0,0,0.0,0.00423724503955758,1.1824956339146113,1.8099905031554413
2024-09-03,914.2774047851562,0,0,-0.0,-0.008438865488048064,1.1824956339146113,1.794716236764668
2024-09-04,864.673095703125,1,0,-0.0,-0.05425520615779367,1.1824956339146113,1.6973435373442614
2024-09-05,877.3173828125,0,1,0.014623199417455046,0.014623199417455046,1.1997875033796146,1.722164130370775
2024-09-06,892.8794555664062,0,0,0.0,0.017738247364958548,1.1997875033796146,1.7527123037183505
2024-09-09,874.3994140625,0,0,-0.0,-0.020697129258263947,1.1997875033796146,1.7164361906157422
2024-09-10,879.2625732421875,0,0,0.0,0.00556171367623981,1.1997875033796146,1.7259825172514827
2024-09-11,876.3447265625,1,0,-0.0,-0.003318515729525795,1.1997875033796146,1.720254817119097
2024-09-12,918.3546142578125,1,1,0.04793762822091496,0.04793762822091496,1.2573024706607263,1.8027197529873904
2024-09-13,925.1934814453125,0,1,0.0074468697399936445,0.0074468697399936445,1.266665438383509,1.816144372165601
2024-09-16,925.1934814453125,0,0,0.0,0.0,1.266665438383509,1.816144372165601
2024-09-18,919.3316650390625,1,0,-0.0,-0.006335773569321801,1.266665438383509,1.8046376926543617
2024-09-19,937.8941650390625,1,1,0.02019129842461287,0.02019129842461287,1.2922410582540536,1.8410756708550506
2024-09-20,950.5947875976562,1,1,0.013541637246527571,0.013541637246527571,1.3097401178999988,1.8660068497331772
2024-09-23,954.5026245117188,0,1,0.004110938714421586,0.004110938714421586,1.315124379256505,1.8736778895331212
2024-09-24,964.2723388671875,1,0,0.0,0.010235398106387184,1.315124379256505,1.892855728655628
2024-09-25,981.85791015625,1,1,0.018237141708038473,0.018237141708038473,1.339108488924702,1.9273760068119932
2024-09-26,991.6276245117188,0,1,0.0099502323650007,0.0099502323650007,1.3524329295514477,1.9465538459344998
2024-09-27,976.97314453125,0,0,-0.0,-0.014778208692688088,1.3524329295514477,1.9177872669677252
2024-09-30,934.9631958007812,1,0,-0.0,-0.04300010595544579,1.3524329295514477,1.8353222112881082
2024-10-01,949.6178588867188,0,1,0.01567405342986361,0.01567405342986361,1.373631035549544,1.8640891496888534
2024-10-04,954.5026245117188,1,0,0.0,0.005143927717120578,1.373631035549544,1.8736778895331216
2024-10-07,981.85791015625,0,1,0.028659204220129908,0.028659204220129908,1.4129982079204668,1.9273760068119934
2024-10-08,986.7427978515625,0,0,0.0,0.004975147263961199,1.4129982079204668,1.9369649862789085
2024-10-09,996.5125732421875,0,0,0.0,0.00990103541864884,1.4129982079204668,1.9561429452127386
2024-10-11,1020.9367065429688,0,0,0.0,0.024509608766215996,1.4129982079204668,2.0040872434906962
2024-10-14,1020.9367065429688,0,0,0.0,0.0,1.4129982079204668,2.0040872434906962
2024-10-15,1045.3612060546875,0,0,0.0,0.023923617747493298,1.4129982079204668,2.052032260636595
2024-10-16,1020.9367065429688,0,0,-0.0,-0.023364650773582407,1.4129982079204668,2.0040872434906962
2024-10-17,1011.1671752929688,1,0,-0.0,-0.009569184051654855,1.4129982079204668,1.9849097638021602
2024-10-18,1060.0157470703125,1,1,0.04830909563810826,0.04830909563810826,1.4812588734833723,2.0807989594146936
2024-10-21,1060.0157470703125,0,1,0.0,0.0,1.4812588734833723,2.0807989594146936
2024-10-22,1050.245849609375,0,0,-0.0,-0.009216747475629172,1.4812588734833723,2.0616207608582164
2024-10-23,1035.5914306640625,0,0,-0.0,-0.013953322406142332,1.4812588734833723,2.0328543017027654
2024-10-24,1035.5914306640625,0,0,0.0,0.0,1.4812588734833723,2.0328543017027654
2024-10-25,1040.476318359375,0,0,0.0,0.004717002816622573,1.4812588734833723,2.0424432811696804
2024-10-28,1025.82177734375,1,0,-0.0,-0.014084454164927429,1.4812588734833723,2.013676582391582
2024-10-29,1016.052001953125,0,1,-0.009523852589601645,-0.009523852589601645,1.4671515823252772,1.9944986234577515
2024-10-30,1006.2822875976562,0,0,-0.0,-0.009615368442450478,1.4671515823252772,1.975320784335245
2024-11-01,1001.3973388671875,1,0,-0.0,-0.004854451668955484,1.4671515823252772,1.9657316850570064
2024-11-04,1016.052001953125,1,1,0.014634214129743306,0.014634214129743306,1.488622192741817,1.9944986234577518
2024-11-05,1025.82177734375,1,1,0.009615428513348512,0.009615428513348512,1.50293593301951,2.013676582391582
2024-11-06,1035.5914306640625,1,1,0.009523733592018191,0.009523733592018191,1.5172494944514592,2.032854301702765
2024-11-07,1040.476318359375,1,1,0.004717002816622573,0.004717002816622573,1.5244063645903059,2.04244328116968
2024-11-08,1064.9005126953125,1,1,0.023474051167689858,0.023474051167689858,1.5601903575930507,2.0903876992589616
2024-11-11,1060.0157470703125,0,1,-0.004587062891571403,-0.004587062891571403,1.553033666299948,2.0807989594146936
2024-11-12,1025.82177734375,1,0,-0.0,-0.032257982790414474,1.553033666299948,2.013676582391582
2024-11-13,1011.1671752929688,1,1,-0.01428571938561074,-0.01428571938561074,1.5308474631467808,1.98490976380216
2024-11-14,1011.1671752929688,1,1,0.0,0.0,1.5308474631467808,1.98490976380216
2024-11-15,1011.1671752929688,1,1,0.0,0.0,1.5308474631467808,1.98490976380216
2024-11-18,1001.3973388671875,1,1,-0.009661939849808343,-0.009661939849808343,1.516056507038625,1.9657316850570064
2024-11-19,1016.052001953125,1,1,0.014634214129743306,0.014634214129743306,1.538242802595419,1.9944986234577518
2024-11-20,1001.3973388671875,1,1,-0.014423142770022879,-0.014423142770022879,1.5160565070386252,1.9657316850570066
2024-11-21,986.7427978515625,1,1,-0.014634092229766305,-0.014634092229766305,1.4938703962890845,1.9369649862789085
2024-11-22,1016.052001953125,0,1,0.02970298254558079,0.02970298254558079,1.538242802595419,1.994498623457752
2024-11-25,1006.2822875976562,1,0,-0.0,-0.009615368442450478,1.538242802595419,1.9753207843352454
2024-11-26,986.7427978515625,1,1,-0.019417503405273373,-0.019417503405273373,1.5083739677378851,1.9369649862789085
2024-11-27,976.97314453125,0,1,-0.009900911708283,-0.009900911708283,1.4934396902602398,1.9177872669677254
2024-11-28,981.85791015625,0,0,0.0,0.004999897543083165,1.4934396902602398,1.9273760068119934
2024-11-29,973.0651245117188,0,0,-0.0,-0.008955252642545819,1.4934396902602398,1.9101158677338108
2024-12-02,1011.1671752929688,0,0,0.0,0.03915673249554552,1.4934396902602398,1.9849097638021604
2024-12-03,1030.70654296875,0,0,0.0,0.019323577894149846,1.4934396902602398,2.02326532223585
2024-12-04,1045.3612060546875,0,0,0.0,0.014218075150398857,1.4934396902602398,2.052032260636595
